Product,Purchases,"Average Delivery Time (Days)","Product Name Length","Product Description Length","Product Photo Quantity"
05ac001cdcd6e4a3cc1563efbc5a25fc,2,7,43,1108,3
05ad2310de31ddb8bc7f976b6fe02db7,1,7,55,2812,7
05af73bb3143cbc5233c1cdff4a767b5,2,10,28,102,2
05b0567fb831a93123b9d6866b022490,1,2,37,1293,1
05b0feccfab2debfdb5744e42bdb6f71,1,9,43,178,1
05b1d0c869d183ecb8459207a33066f5,1,5,56,768,2
05b4834511e1cdb34899d52589ac9271,1,7,37,1212,4
05b9a00b36b50edaea8de91b8c19fc22,1,21,50,385,4
05bbe113b2037f89552c644c5cb33ecf,4,14,57,1366,5
05bee157001350b29b1e48395f6736a5,1,13,43,1234,3
05c11568c221bcac5790a8720019d141,1,3,52,396,1
05c2523e08c5262f1ee172b332c3ea44,3,12,57,178,2
05c723fd782f0208b09b7c86f5220a5b,1,14,63,254,1
05c8eb0ae68c09cae5b68d673652e7f8,2,10,50,315,1
05cd024f2c54923c3396db4156fdaa44,3,1,49,455,4
05d0558798a718f6f4658acd8b0e65e1,1,5,58,314,3
05d26098907b7bd26c0f92feefd10eae,1,12,43,389,1
05d3d52aea100aa2f887fd940991f040,1,10,25,2653,2
05d7b955682862c7ee7db5c1a7d728ce,1,16,42,600,1
05d7e1ea3fb7a5e3bf83bb9801603418,1,8,54,3722,1
05d80513da078badb81a5f232e489376,4,12,55,867,1
05dd4bacd8cd34a33815b90b38176a69,5,18,52,289,1
05de46958121361ff78e2a9812db6778,2,21,58,644,1
05df88a280f9c6edca3b2f5f9b3e75ad,2,6,56,279,1
05e75e2ebb007f6cadbc9925311b014b,1,8,63,522,2
05e896ddcd2490d4185badce5f9b45e4,1,28,45,162,1
05e8eca656b87428a0e8453a2f335cdf,2,108,45,442,6
05eee88d9d208fa34d4246aae4025381,1,4,41,271,5
05f0fe07929d35be0748fac56eecbeb2,5,6,60,919,1
05f8865da7fa719bf5e94039cfe17c4d,1,7,48,910,3
05fa32a505166cc577354e48a194659d,1,13,59,445,3
05fa3b5ecdf7f54e97fe25127db0ee7c,4,14,45,758,1
05fb095572e53e2a567a685765101704,1,5,58,1077,4
05fb84a7689847058e6b9e9dbd7a6c06,1,16,58,454,1
05fca08b4d54ab5d1d371db7d5534136,4,23,47,1009,4
060109450b2f49e4d5c4fdfd3d8ebc34,3,8,56,497,3
0602bc6086443c4e9b9e5ba88119ce08,1,11,32,219,1
0603179793e4bf68b9dbdb4ba238a3b7,4,3,58,1290,1
0606451146029c2f85c958b9cce49735,1,7,56,738,4
060965aa6dfa817b80abda0c9413cc77,2,12,59,3863,5
060b5b8d4937e08d87e86d0bf339aaeb,1,9,52,106,1
060c584206d08377a1408fd7afc08b0f,1,8,43,536,4
060ea530ba6184d49f7b1cc031c4c97e,1,8,54,383,1
060ed45e8d50384910a47c9224931f56,1,11,36,571,1
060f71666a632ac169814c0f1d715571,2,9,60,2069,1
0615dcf981da53a5ca8777cd6a80361b,3,12,56,922,7
0617fc134ca8e00687023ad84d2358cc,1,7,48,2369,6
061885af8dbda5739d592a153655e574,1,12,55,282,1
061b4ab52739c3c14397c29df80c597a,1,2,59,141,1
061c050147b7b9fb6f088593900e8dc6,3,7,48,150,2
061fa9845070ffff2d23e8e10bdf8edc,1,11,63,516,2
062364f1fb1943481de879618fc37cdb,2,14,29,1412,1
062597771ee91356ea34084f28c03a4b,1,44,54,1399,1
062619359d5f9a664606cb2a6ccb477a,3,13,64,1394,1
062907032db5e0c065bab136233a9544,2,5,52,544,1
062c203528884afcf5ab3bcd04593f51,1,18,43,140,1
062d69b626c072fa369799d0018c95d7,1,23,48,345,4
062e425d963f3eac04709162c3ce6782,1,9,58,404,4
0630f740d3f05c50f85d7dd7cffc60a3,1,2,49,414,1
06324724a73c341e0826729d63a8d5bc,1,35,58,2070,1
06353656886de747a549351f1ec7fa9b,3,9,44,664,1
06398d4e8885390c99322d5e4aedcc16,1,22,47,2115,1
063c331b19ce7f951a2abb159e30386a,3,8,50,216,2
063d853b6d570a9a5d06e8e044658c21,4,15,63,1777,10
063daeb82f41e36a160549515ef28e75,6,27,56,255,1
06435c7fcaee30b55bdd89feb2ec9be7,1,6,63,525,2
0645a55c7e265509606125e11b6fa2f0,2,15,58,554,2
064767e05dd710b14c4bf5f2d50c89b8,1,7,47,84,6
064a939bcd597315cfda6c98ede1b4c3,1,13,51,842,1
064d09b1de34c17dbacfa4096f79f256,3,3,55,992,1
064f1ab0fbfe1fffb87fbf1acb5d4af7,1,6,56,188,1
065a46b0be3f31498ebdd3f4c668a6b6,2,18,53,1359,1
065bb8f275e61de958ffcaf0eebb1791,1,15,49,375,6
065ced48dd97c1b3322fab19e5844542,1,4,53,958,1
0660211440ed1391f5375fbaa39443b7,1,11,58,2497,1
06605f576f31279bada4552051c88fa8,1,5,54,1378,1
0661920a7a5f19746f501d1190888270,4,12,47,2164,1
0663a33c86fed5322e603ef430775b7b,6,8,56,99,4
06649da52cbfbb4e9b6cfc332d56c119,4,15,47,353,2
0667b4afff64a57f01669f9af9ce685e,1,4,41,446,2
0668cf65b55579eb49c9f2d167c71dad,1,21,59,1204,1
066bbc3a1363adc4d73e093aefd9363a,1,10,54,1374,3
0678913581818c6056713a9b02f5ceef,1,26,58,1934,2
067a7177d086c25f597516184a07f05a,1,9,54,886,1
067c68a19be5d218b092cf260bfbd9cb,1,3,46,359,1
067f55bc1dd1107c9be607b643d433b3,1,19,27,490,1
068831628652b27ae554b8a66ca6adcf,1,14,57,499,3
0688d52e92d927814617e26d7702df10,2,14,30,238,2
068a754dc2d079d7bcd6f254b9a978e2,2,10,38,1348,1
068b5d27e848424be23fec630a415021,1,7,60,458,1
068ceaa8a3d9d385cbf53d5335f89f80,2,11,42,395,1
068ee5d8c45732d9731fde32b47594df,1,38,59,624,2
0693bcecfea57f2ad547d1ff56c7d9ea,3,7,46,400,1
06944e4b10483df8e37fe55990a0ba15,1,10,55,1776,1
06976617d8c5e71de4f3c2d93e788fd5,8,12,57,444,1
069b1293b22c9d000af947225ce14791,1,11,59,271,3
06a47d0ecd4561565deab3dfd7d3c0ff,7,17,60,592,2
06a63a471d8a08878526b37a1baa66a5,1,7,48,1263,3
06a69e6ca81fc5f8b7b2887f974c6687,1,8,35,459,5
06a7a571bc9fbb103a9c2eb90f89432c,3,12,36,1426,1
06a83883ffd4aef6c74413f718761d94,1,10,55,1277,1
06aad8525aef9517e71a080aa973de58,2,11,60,197,11
06abf4be826ed1d548e8a22a3d75d912,10,14,59,1811,6
06acd3480e6a1afb023ad0eb8cdeecca,1,13,32,374,1
06ad93d66e91d09df5ce746906d9658b,8,11,52,289,1
06afd0d01616e40441e7f743cdc03a2e,4,12,60,2826,4
06b55f15e3505bd276acabbb4d3633f5,1,6,49,155,4
06b68710c4befc588c863ea38c7e4145,1,13,52,1950,3
06b6d4805b3659e45575c03e57cef6fb,1,14,29,204,1
06bc992f73d96cb1ada2073554130d45,1,6,39,766,1
06be2efbc5799c9e578d3f6dd205b569,1,7,34,465,1
06bfe79d999bcce96f9ebfc74280d1d7,2,4,55,273,1
06c38a87544301cba8b0fb5a0796383d,12,19,45,553,5
06c42344256e5a78e6bf38e92b1f1563,1,14,53,209,1
06c6e01186af8b98ee1fc9e01f9471e9,58,9,53,144,2
06c76e2e852ec1ce0e14ca8f221f361f,1,6,53,149,1
06c950c36d589b39b34f5dc1d4a75e29,8,13,53,885,4
06cd420a1b028388e0bf1f78daf20411,2,8,36,844,1
06cdc7832ac572e307bdacf9ba9f66a9,1,12,48,899,1
06ce9c3e61c7a07f872f8317a7dc534d,3,9,42,3887,1
06d156ad29691bb65b80a6bf398db4fc,1,13,60,576,5
06db40df51cce7cf21aaf53f8f8be312,1,9,63,556,2
06dce482ace017e78349b6f1fa83a022,10,9,44,452,1
06de2a2e4731091ff794ab6240951b7d,2,12,44,470,1
06e73ddcb54620a36bfdb2e073c4dc40,7,12,48,357,5
06e95441ade9262a325f6d5c1561cbb4,4,19,51,864,6
06ecc3d4006ad6eb293a1b93ec3c7183,1,10,59,903,1
06edb72f1e0c64b14c5b79353f7abea3,140,14,39,161,2
06ef35250cfb02d1c3d193890b63dc8f,2,13,35,355,1
06ef9525b604908b6ef27fa630b4f22f,6,8,60,192,1
06efa56b8557e1efcb2c107f55d1a8dd,2,12,60,481,4
06f0e85c7892d5df893f332706340af1,29,13,57,301,3
06f18114503e7543d81252fd61a53df8,3,12,35,2816,1
06f24f9b9f5892496a4db38e42a6acc7,2,7,56,655,4
06f442515f5159d999a684dfdb881917,2,10,24,513,6
06f756df8d80309915285f3ee6ea1059,8,8,45,1333,4
06fb87866499b0e65992b2d88aca8282,5,18,49,666,2
0707319aaf1dd0612c0004f6cff320f0,1,15,56,359,1
070d4b13c8ef5cc3d81259789b3bd973,1,3,59,111,1
07133eebda0768a2ad3d68ef4d95b597,2,12,46,807,3
071930404657f7cd416f75bd063a9d4b,1,11,58,1313,4
071b6fda0410cc12642f1083210f6703,1,5,29,594,1
071d40163502c7a04c4b49983787485c,3,6,47,503,2
071f9a2b7591f2e8a2a59a50ecc5a297,2,11,59,224,2
071feff570bbf61f1721e181435ebf0f,1,2,60,1401,4
072346978ec57ef87579ba2cea7c7030,1,50,58,846,3
0723afa6f9a5a11c512396db0bb03051,2,8,54,391,2
0728762c24ff18a068967202e803eb07,2,3,51,2853,1
07313d7b1ca6dbf3885412a763b626c5,1,14,28,690,1
073a5dfc26cb33ef440b2e0aa29343a8,2,0,50,1263,4
073afdaeb2d71d4da3ce0c6935614289,3,20,49,385,2
073b807aaf20e2382efc8ddc07bf7a5b,1,10,54,1394,2
073ec95c6cd3b2db5d9dc430dcb524a6,4,9,57,149,3
073ed404e3aec5b0a486334c05ee2fe9,1,18,35,535,1
073f139ce5bceceb73c9f287e2540eb3,1,7,49,505,4
074112f674682b5e218463ce1732945b,1,14,52,1314,4
0745c4686dc8b30d30a5546c781d1e96,1,2,44,135,1
0748257f14bc904fad9f67fffa335483,1,14,57,2064,4
0748ca850e6e0ac086799ba43d270d3b,1,5,53,575,5
074fbdce1ed974986a2d2c9660b9eefb,1,9,48,324,1
0751d46ff778c72973f67da627093303,3,10,57,623,2
07544775a63940d28bbc20d835ddd781,2,9,39,840,1
07591f80309eb6393c6af043b234cb83,3,10,42,2230,1
075b253cd6c59b821c1dab51c1ae56b9,1,3,53,768,1
076743539f8476d5c8a1e4e7b62ffc26,1,8,57,108,11
07675856c4bfe13a38ddb23da5c3b176,1,12,34,513,3
076a6117fb6e62d15ef45ad6be8ddb1c,3,15,51,373,1
076e36bd0e2aebb35184d08c8e0f032b,4,14,44,154,1
077319a417872fe55c94c3883610b874,1,11,47,979,2
077599a82ee54960bc4f4c941b0d1359,15,9,53,1140,3
0776155007ad20447a0b0f91d4aad644,5,8,42,2263,6
07797d4315ce5c1570e0a484472e04b5,1,15,32,303,1
077ff5297832d1a1c3d5be55b8152fa8,1,12,63,328,4
0780ab4d63c3fa0b95d7f17f66a3444c,2,20,59,393,1
0781ed724941f4eaafbd9e6c5a20be49,2,11,52,183,2
07821918ef487fd64eb20b3c8aeb897f,14,12,52,1873,1
078482c5821678267aeb55b8edcdcb29,1,6,36,1339,1
0786b87f44a44896ee0a59373edfcc50,2,16,49,397,1
078a6c96f58d2261cc4241dc9907b143,4,9,48,1329,3
078b7149a32b479d3cbf1649fea0172c,1,15,57,3694,1
078faa63eb55a5055713e141f098624c,5,11,57,597,2
079189201e6c6f0b0f70d118fff53fd5,8,10,36,1331,2
0797e47ffb3917b66fa62245a283bd9e,1,12,55,1108,1
0799c9e16e4079d23e53f91ccdf0d8bf,1,5,55,265,1
079b4f19f1705ffc39bdceabfa7fe7ad,1,6,42,225,1
079f8274f5cca61e595fc11c5fd3aa2f,1,3,60,1119,2
07a2b4290dce4edc619005d1a6348439,4,10,57,457,2
07a446d7cf0e22333d2032294c408cca,2,12,58,895,1
07a5b461cd248343de7826334c5a03aa,1,3,39,637,3
07a5fb04bc32fff7f9bb683e5dac80ab,1,3,57,1671,1
07a6e4e1f838d9d39277d13c9b411dc4,1,13,50,729,6
07a949f27854f64558f8babcfec441cc,13,6,58,254,1
07abca077ba83f4feab7d89db0b74df1,1,6,56,345,1
07b11fd090e8a63b2dcbb19a21d11323,3,8,52,274,2
07b6a3b7bd0e9c54119f7c679edccca4,1,29,47,511,1
07b90e3c7e287977b2e8cd54a98ddb89,6,13,45,821,2
07bb371fdfa423305dd7e7d94cf36565,1,10,41,342,1
07bcd890d449e493b4ec23d05a9e40ee,7,9,34,237,3
07bec813a5d182362436950e43ae1a8f,1,9,50,529,2
07c055536ebf10dfbb6c6db6dbfc36e5,29,13,59,473,1
07c410d85cf66a03da15b92f2d03d583,2,22,59,586,2
07c892834f576948885b91255a310002,1,10,46,383,1
07d56eb519d315a2d8fb2f98f095e6bf,3,14,56,1447,1
07dbfabaa4709da14c7e58ca17fe7998,2,21,46,867,1
07dc749f37490643099305c4df823727,1,22,50,194,1
07e00c385280d659de8eb0254b75ecdd,1,10,57,190,1
07f01b6fcacc1b187a71e5074199db2d,1,13,39,430,1
07f2e8872fd2d0e17780989da6c06362,1,4,43,727,1
07f40f14df320969f0bb8cfc5cff5d3b,3,10,35,147,2
07faa4b332434d6455398852452e2783,1,14,30,459,1
07fd41c7a725529fe1213508557e0f4b,1,16,36,362,1
07ffc018eaf23e086370dea42c74077b,5,12,55,2039,5
08056d78bb75ed3ace107c72c16ec511,1,7,35,443,1
080fb1adebef0352c017a153f2075443,1,22,55,264,1
081088b5ca67de215fa103434690cedc,4,8,47,3947,1
0812f763c5cf426afacf3538963ac829,1,35,49,1894,4
081c9dacbe5aed5910bef759117070a5,1,16,63,693,1
081d21aa3dc9b583104a15fc4dfd1160,4,15,54,289,1
081dc33e4b9964d2ffe752a977a29998,2,6,48,523,1
0820af09ddc75b84841b1fab4da4be9b,7,10,60,462,1
082175ee534338e4fd967076a6f848e5,1,6,56,175,3
08279c494018541f71443c07d77560f8,1,50,48,688,2
082c3f21a0fc7a07cd303552d8b6ddae,1,7,40,269,2
08370229eb4e5ce898bf2348a356b7b2,1,21,57,2143,3
083b8b5ce2d02b7d5d4e1ceab8b7ed04,2,4,53,685,1
083ea24cbab9f8f572fc21a8f63fb282,1,14,49,459,5
083ffd30820b592e294de7ed668ff975,24,8,49,944,3
08401f48b67a852d06105725c3013eff,8,12,58,739,5
08418a3bc628e92c012281010957e259,2,12,43,598,3
08462528607b71ea62cbc019d91b001e,2,13,31,591,2
084b2ab1a0a79a9757008062ddf8b042,1,1,49,568,1
084e67a8fc02c8ac030154244701f1c5,1,9,52,346,1
08567cdf24fd261914bbb7a2b1b9a2f2,2,13,25,965,1
0856c40d9a18fc6aa8bb4be6a092f95b,1,6,57,399,1
08574b074924071f4e201e151b152b4e,110,12,36,450,1
085860688be9891f26e36a6ebc27cf6d,1,11,42,536,5
085f9fe187c082982f23152f97f4e0c0,1,9,58,304,2
086351823300e0339f6955b27998c186,3,11,49,189,1
08662925c8120f25e41279a5527a005e,1,11,56,676,2
08667ce2730ce3fb20f04fe7bff92c0b,1,13,27,2448,4
086963be71b4f60fd2b27465c5a1fe7d,1,11,58,1048,4
086d5564c102e81c6f215639d9d1e09e,1,4,55,456,1
086eff5dac22ac2fe1fed28bba4fa646,2,15,46,1594,3
08713ad044290890b1373e1bedc8464c,2,24,54,221,1
0872c05ce884daf60d1459165ba1c4da,1,13,59,413,3
08732e5164f3bd37bb941e5ae9710e6e,1,12,36,631,1
0874407d58fad5ce1eecc2f372fc8dbd,1,6,51,204,1
0878701fe7102eb1ba7f0f00229b7944,1,21,44,312,2
0878b8484ae10e2ef355fac0690fabe7,7,16,48,224,2
0880a2d2c259afd46c7cca654697cdcd,1,22,58,1662,4
088124974c3274514e06de4c312fcd3d,1,12,44,310,3
08857690e7a14a21b4441f8ee2bcaa14,2,6,56,2680,4
0885f25e5b69df855382efbb7308b8d2,2,8,60,993,3
0887a4b7b87c4f53d81db7c95de4a6c3,1,14,41,1367,4
088c192c21da02dcb908f931d0fe324a,2,9,63,464,4
0891f8ac9e3d7252ec5c162da0b0b86c,2,10,55,309,2
089447f48055194b36dd135e1a353cff,4,22,58,430,1
089526cae28a7fd487bfb3bab161d701,3,17,44,433,1
08958eb11767450566d8328f3f1b63b0,1,3,53,616,7
089a01980b4c58c4183de3b75bd42363,1,14,41,2428,4
089b1d17658cb1e2c7a4f9f77856020e,1,12,58,497,5
089cc17c8bf2226d13648392e33dabd7,8,12,32,999,3
089fba163d4210200710ea1103a736d4,1,21,59,1071,4
08a02dac474e64a14808f8078407eff2,2,10,56,581,2
08a1cab088839a625f5e2b0c85abcff5,1,8,57,703,6
08a58dc963320d6073623382b9ceb920,37,11,56,2590,5
08a69b44d48364041d3bc2c74c8600aa,1,30,39,42,1
08ac23cd333352eff43b210f6ebaaff4,1,12,58,314,1
08adf4f96646dd795d6f472ff1a1ece4,1,7,38,2304,4
08ba023e3ad57b10b6d5378ce3f22f9a,1,14,22,592,1
08ba0b9a5d17ce718c503eee72338e98,1,3,46,451,4
08bc541b873d8c1ecd4e6bdd1d287c97,3,5,50,1145,3
08c1754fd6455e4c70a6521f4ed66819,1,32,53,689,1
08c3e65af1719834cab72d27dc6b506b,1,10,59,867,2
08c5039f843aa1a03854fb33b713ef37,2,14,58,229,1
08c5c3d471845327e913b52aded0caf3,1,7,34,155,1
08c63555bbee955cad9c6a9feab9e9d4,4,3,38,193,1
08c816d9a716567bf436173ef6f5f12e,16,10,60,740,1
08ca55f13fdc7712bc93387c2f66e3a4,1,8,57,2306,1
08d207a2357381d924df9b7cffbf2d22,1,143,59,1057,1
08d708da93f03eb686328dbb33bb731e,2,9,40,490,1
08d76e49b8206d0cfb7456fe3aa7d3b4,4,16,59,963,1
08d94d42353229701a47e7cd5362b450,2,18,51,281,1
08dc49f9b802f2e81c55f4b810bbf1f5,1,7,53,532,1
08e2111445e8c886145ce42fbe261085,1,2,44,426,1
08e2ebd22ce2347ede845d0f3b64270c,1,8,42,218,1
08e3404b623856c35ed541708cf05915,3,7,42,637,1
08eada1514424f37cd0704a5f45c1e07,1,8,58,659,2
08edd1ffee7a3c812f5de54409d678fd,1,50,47,277,1
08eee942c0bcf714dba09fc14206a0c9,1,11,38,666,2
08ef610bbd6b290c3811f95c354779a6,2,11,60,339,1
08f457ff8eec8dfffecc0489179e7db5,1,5,60,3407,2
08f69c9f1af250a8046c21b78a1ef52a,1,14,58,1749,4
08f7d5ada29287296d46f79ec4d397d5,1,4,58,2398,1
08fa0d50b027a64e8600e9c04759c825,2,13,58,231,2
09014e6cd3dd8882e42dcf4dd4f5e305,1,3,40,854,1
0901b25598b3ca109f48e16a52e2df1f,1,6,55,969,3
09061028f7ee991c6f2c294e19d344dd,2,18,50,549,5
0906585a53ae0d9e9d848e83b8f2ea88,1,28,27,405,3
090d6db6ad440d35cef0726b5a8bec14,3,10,19,97,1
0918fd47e51e716ae8b6d2512866988d,1,21,50,1257,1
091af6c2d579fe0926b4fcb8db07f78e,5,14,58,920,2
0921c85f1ae48534995bff5348e3d9d7,2,14,21,548,1
09258106f546b38b0f817fc3aadf650b,2,8,48,236,1
09278667a33779be5996a7df729db8ae,3,13,45,3729,1
092be1e8336fc404c57bd5970d056886,13,11,53,869,1
092eff69a9499b052a2258f502ea0775,4,8,52,485,2
0935f6cccc192ab670cdaa08c2b574d4,1,7,22,300,1
093f7389fa2eccda5e86add8da4aa19e,1,7,40,718,1
094102aa6f9acae48f92eec22c02180a,1,15,41,1843,1
09461131e28a1b16536fe028eeea4c4a,1,3,58,2208,1
09481a6dfe9eb590dc8b265b54dc4c97,8,17,60,240,1
094af0a75d07c0dbdccaa23e88149673,1,44,27,106,1
094db48c531e5ce423c4b908ea96535c,1,6,58,441,3
094efc8b088034585ebda1a32da7181d,1,17,36,496,1
094fbff68f8c7fd768277bcfa984b4e1,1,19,41,364,1
0950783476d3f6529a03b28fcac219d1,3,7,51,601,1
0954694623ffa5b84e7071c717efc3ca,1,16,31,2614,2
0958d661bb9ffd798d3586f713585938,1,13,57,149,1
095cb863f2b04911455ad33f5177062e,11,9,48,1140,1
095ccd4cb27e35ee43f12dd18fa26c04,4,12,27,204,1
0963fc9330f54245d1aa396893591037,1,11,63,855,1
09661a3f29765eeafd2f05d7ad22310f,4,11,59,504,6
096793eddadb8067748a5a0ff98ac8fb,2,17,52,360,2
0968920dc8f4359a307bae3d69169e12,2,18,59,348,1
09690382191f134e947200ccfe32f7c0,1,16,59,901,2
096b00d9037146606b19d614cd67ab65,3,14,56,406,4
096d687ce8c7ae68039cce3f229b1d4c,3,4,35,1008,2
096e14458100c2b6d10f72d69f80cf34,7,10,49,1172,3
09738baf9be60e4c294fa5d0bfcc690d,1,10,40,355,1
0979deef723cf684a3aa7e4303f99fe3,2,10,58,74,4
097ca319958c11c2425d2f111f860707,3,15,58,184,2
097ce3b5d4710b24d4a113b394ef2566,2,22,48,411,1
0980718a7bdcf89f5848b202b6394965,2,13,56,627,1
0983cd4a5cabf1099659ce461511963c,6,9,58,1307,1
0988b623cb8fe96a92474a96b0573503,1,15,54,1165,3
098c663630a7a81f7d7f42a2ce0b02d7,2,22,57,419,5
098d2dad07d012b54e469c5ba2cedbe7,1,11,55,289,1
0992e0d1ee0fefb9a73e3b1bb829f396,1,13,58,763,2
09982590713913e225d3ce5ccb670688,3,8,58,1977,1
09a1f8a0ac3f2a9d3eed87339b7fd9d2,1,6,59,123,2
09a45646f91581af2d515ba02bc0ed94,1,6,39,130,1
09a9117d69aeb6275e4f3187bd2eb45c,1,11,57,284,3
09ab4881a3f3ec7ce2749c3023260358,2,8,32,435,1
09ae0abe65d1a5ad1cecdd9db6aa70d7,1,8,56,296,3
09b069a1846b0e666a398952c8ba1605,1,12,50,3129,1
09b2a4f1ce3561a6562ffdccc0ca7c18,4,10,47,508,3
09b4afd6ff5a26a1e7538df4bd04a8d2,1,9,58,510,7
09b590ada623ecf66329917ea4731957,1,21,44,1396,2
09bdc9003e3b369d49feb3e300366074,1,9,28,572,2
09bf405af365a33db9915e95a433333a,1,5,59,436,3
09bff1287f903ed3e712f6595861db98,1,4,38,229,1
09c083c98ccb0062e23ddfa6f70adf13,1,6,53,669,1
09c2dde20d43a2b79ec17fa25a5ad6b6,4,9,55,703,1
09c3d39641970009c198caed304ccfc4,8,9,52,1659,1
09c85a316aae843ab464c8c55d6f8b80,1,14,25,728,1
09cb4aa62c518d0842e1c5f28ac940ff,1,3,57,3848,3
09cbb58b67d2f010f3ce6ae6196f1ed9,6,11,41,592,1
09cee4288906c4cff9cd235f33dc0ec0,1,11,44,546,2
09d54f61ad675c5398b22357fa3ce395,1,28,47,716,3
09dafaa79c17733a900ce34c9a1f5be8,1,25,35,135,1
09df4169c3678074ca16ab1941cfd1dc,1,20,58,188,1
09e24bdfc054e52b9c4af78e3a286a98,4,17,44,343,1
09e40d66cfc38cddf812d8a495376722,3,12,58,137,3
09e5556011177a1f20244a4fcdde2752,1,7,52,400,3
09e68b02ea2a0a677c692faac3735c9d,1,31,30,626,5
09e9d1c1a370af902b1b7175400021ee,1,30,56,1040,1
09ebc052c8e265f5ea1e86320c049322,3,13,40,249,4
09ec9df2cf3708ca52a4a6cb64e464f6,1,16,48,1037,3
09ef2dc9a27e35d3eba18b0defec70cc,1,9,59,1673,1
09f3400d8c8a707c448a94f977f81968,4,3,59,207,1
09f62215f404dbd29cb4378c9952e1b9,3,16,34,240,12
09f6dccfebfa0688abfc1af640b69e61,7,11,15,328,2
09fbb9fc5bffc1ce6dc2f66289dfcb05,1,6,57,1666,1
09ffd5e043f6d44ca166be7f91dab462,1,4,58,315,4
0a04ebe637717bf7f0a9290adb51971f,1,29,51,401,1
0a04f0225fa364dc9192421b1a3fb139,1,6,58,735,1
0a07b2c989441aaec80191da39c79c99,2,24,51,691,2
0a0adf0de1769b2970f3096d0b5abfb7,1,2,47,418,1
0a10747b677a2f5efd58f827f072f27f,1,7,51,461,2
0a108ad81c4e2a790649c3f8070f1213,2,10,51,532,1
0a17941f41b99d2f070fab54b458a4a4,2,20,28,453,1
0a18ef4868095d4c83357e58020e3397,2,4,53,612,4
0a1902453c06a6bb74a24a4fc60d1611,1,7,41,74,5
0a197d1436ea67717ce68ebe184b5832,1,14,43,1043,2
0a1c4b9c1ca294b2c85dbe2d4920abe6,2,28,47,111,1
0a23fd10720c5ffc6c7f5e66b0b26ae2,1,4,63,628,3
0a27862bbf658a5b8cf655761bc5c72d,1,7,53,642,1
0a27be3536127164b11173c57f14a2da,3,6,53,613,1
0a27cbaaeacef635e4aa37885a1e5e93,2,14,44,304,1
0a28355911f72609e396a3dc10b11c90,1,6,34,241,1
0a2baff646a591a97387bbe599a7565d,1,5,55,460,3
0a2fff0d95ef3bbb7dffc618f9542ba9,3,15,26,567,1
0a311a14cbefde1a7b83f0b7ed99c422,3,6,56,1645,4
0a32d8349e99e8cdb9a5dec7d3f94985,1,13,28,416,1
0a37e05528984f47c754837344732fbb,1,3,58,3897,2
0a39e413aabaa89275742e9707f60f86,1,3,55,529,4
0a3d0e8c9d5c6e92b034ab390cda4a48,1,10,58,976,1
0a4093a4af429dc0a9334300e5c13ae5,44,8,56,389,1
0a45c6bb3a03e8c13228d4200cb964c2,3,15,40,551,2
0a48b93d24c0c87253c73da8cb8c2e80,1,12,36,337,1
0a4af8f868e8a22b279c9d0a24d36537,2,5,60,538,3
0a4ba15b3af571ef5d215be341f90fc3,1,7,60,703,6
0a4c11f70d3d4d9f2a540804b873e9e2,1,14,52,662,1
0a4dea9eaeaaea5b7894a9a4ec6ed660,5,20,59,1434,1
0a4f9f421af66d2ea061fbb8883419f7,19,6,60,919,1
0a50b90cd04b45578ebf8bcf22c0ee09,1,12,56,651,5
0a540d39a147c5937238e5126403c892,1,7,59,473,2
0a565163afd9cccd9d2b6e3942f823e4,1,7,44,375,3
0a56efd5f050d3f861a04c6f005d1128,1,24,58,1029,1
0a57f7d2c983bcf8188589a5fea4a8da,86,15,33,932,1
0a5a41c678bcf81e041826bb24eb0b01,20,6,55,1627,1
0a5ae82bab180da12f59a70b21605f92,1,10,55,1278,1
0a6037fabc6b47a58947cc272f30b7f2,1,27,49,779,2
0a63240129d538ef9bf6e5c0aa8925a5,1,5,53,633,2
0a6a7cf8399cca39fa6289175e95badd,1,31,43,283,3
0a6cff78b203b5224378cf8db2dff5a6,1,4,49,1056,3
0a6d157989ce18261dd86095fa6858ca,2,6,53,559,1
0a71a1f1eefa516fe0d1121e9ad00f75,2,9,42,288,3
0a783d7ce18a37749c3a059cf829564b,12,19,58,2879,1
0a7b493260c6e450be47b7904193f75e,1,17,43,1186,1
0a8038344359ff23c26156650b801e6c,1,15,48,916,1
0a80f03007af9e2c5ac5065d6742e1b2,3,8,47,870,2
0a82c5e3af23bf02899280c8e1f4eea9,1,0,60,264,1
0a8364a63342dab8877bc3e5eb7cff6c,2,11,50,298,1
0a8611ab07b16ada9f45900722ed0e5d,1,21,60,617,2
0a863e93d7d478b95b764c3344d10307,1,6,57,83,2
0a8699af8de9f3c25f80fe9b530df153,1,10,53,1988,3
0a8b35c2fbc824f7e1015cf330e6cc3c,7,10,55,2656,1
0a8bc1a07183eceacf95ae5cb4cbd076,2,6,25,1399,1
0a904457e165bf24b90921754b4a5888,1,13,49,3823,1
0a96387463e89f518bec31ed12378aea,1,9,34,257,2
0a997c3c894c98d4e3def0e83124c9ba,1,11,53,1574,3
0a9a9c25c5a06532d1766e00db833a7f,15,9,36,365,1
0a9bba9c02d484c391416587002dae47,1,13,62,554,1
0a9c1531aa7c17c8c64157b634fa9ba9,6,7,46,395,2
0a9e2c135ec43f84cc6c583695531d68,1,7,33,385,2
